Sublocation,ProductID,Description,Std Pkng,UnitsQoH,UnitsPacked,UnitsTransit,UnitsWIP,Total Std cost,Total Avg cost,Total Item price
RET,104983,"Portofino 10"" Full",,4,0,0,0,565.1564,0,1231.8
RET,104987,"Portofino 10"" King",,200,0,0,0,40696.68,0,0
RET,104988,"Portofino 10"" STK",,200,0,0,0,41178.86,0,0
RET,104991,"Portofino 12"" Twin XL",,200,0,0,0,25618.9,0,53590
RET,105009,"Salerno 2"" Topper Twin XL",,-1,0,0,0,-30.47225,-Infinity,-65.95
RET,105014,Ravello Pillow,,-1,0,0,0,-6.047886,-Infinity,-29.95
RET,105016,Ancona Low Profile,,3,0,0,0,51.35913,0,143.85
RET,105017,Ancona Medium Profile,,-3,0,0,0,-54.45189,-Infinity,-146.85
RET,105018,Ancona High Profile,,-2,0,0,0,-38.3989,-Infinity,-109.9
RET,105019,King Size Ancona Low Profile,,4,0,0,0,96.66068,0,247.8
RET,105020,King Size Ancona Medium Profile,,2,0,0,0,53.01634,0,129.9
RET,105021,King Size Ancona High Profile,,4,0,0,0,110.71868,0,263.8
RET,105023,Siena Pillow,,200,0,0,0,2730.414,0,8390
RET,105025,Genoa Protector Twin XL,,-2,0,0,0,-12.51989,-Infinity,-63.9
RET,105031,Bari Protector Twin XL,,-3,0,0,0,-15.206295,-Infinity,-92.85
RET,105032,Bari Protector Full,,4,0,0,0,23.16778,0,127.8
RET,105036,Ancona Protector Twin,,2,0,0,0,36.51234,0,95.9
RET,105037,Ancona Protector Twin XL,,-7,0,0,0,-128.53764,-Infinity,-342.65
RET,105038,Ancona Protector Full,,-3,0,0,0,-71.86959,-Infinity,-167.85
RET,10504,"Knock Off Mattress Twin Foundation, Replaces Box Spring and Bed Frame, All in one unit, 1 minute setup 1200 pounds distrubuted weight capacity",,4,0,0,0,0,0,0
RET,105040,Ancona Protector Queen,,-7,0,0,0,-187.2003,-Infinity,-419.65
RET,105041,Ancona Protector King,,-14,0,0,0,-458.82116,-Infinity,-937.3
RET,105042,Ancona Protector California King,,2,0,0,0,62.78078,0,133.9
RET,105044,Trieste Protector Twin XL,,-5,0,0,0,-55.6004,-Infinity,-194.75
RET,105047,Trieste Protector Queen,,-8,0,0,0,-114.82496,-Infinity,-351.6
RET,105049,Trieste Protector California King,,-2,0,0,0,-33.44946,-Infinity,-91.9
RET,10505,"Knock Off Mattress Twin XL Foundation, Replaces Box Spring and Bed Frame, All in one unit, 1 minute setup 1200 pounds distrubuted weight capacity",,3,0,0,0,0,0,0
RET,105050,Sorrento Low Profile,,-24,0,0,0,-205.5252,-Infinity,-766.8
RET,105051,Sorrento Medium profile,,-11,0,0,0,-96.07081,-Infinity,-351.45
RET,105052,Sorrento High Profile,,-5,0,0,0,-44.51935,-Infinity,-164.75
RET,105057,"Vitamin C Powder (3.5 Gallon Bucket, 35 lb) EBE",,1,0,0,0,185.97,172.54,259.75
RET,105058,"Vitamin C Powder (5 Gallon Bucket, 45 lb) EBE",,1,0,0,0,236.99,219.778,339.75
RET,105061,"SLSA (5 Gallon Bucket, 30 lbs) EBE",,1,0,0,0,180.76,183.444138,305
RET,10508,"Knock Off Mattress King Foundation, Replaces Box Spring and Bed Frame, All in one unit, 1 minute setup 1200 pounds distrubuted weight capacity",,-1,0,0,0,0,-Infinity,0
RET,10510,"Knock Off Mattress Twin 7"" Supportive",,-1,0,0,0,0,-Infinity,0
RET,10511,"Knock Off Mattress Twin XL S 7"" Supportive",,-4,0,0,0,0,-Infinity,0
RET,10516,"Knock Off Mattress Queen 11"" Hybrid Coil",,200,0,0,0,0,0,0
RET,10517,"Knock Off Mattress King 11"" Hybrid Coil",,200,0,0,0,0,0,0
RET,10520,"Knock Off Mattress COMBO Twin XL 11"" Hybrid Coil",,198,0,0,0,0,0,0
RET,10521,"Knock Off Mattress COMBO Full 11"" Hybrid Coil",,20,0,0,0,0,0,0
RET,10522,"Knock Off Mattress COMBO Queen 11"" Hybrid Coil",,19,0,0,0,0,0,0
RET,10525,"Knock Off Mattress Kids Twin Red 5"" Mattress",,4,0,0,0,0,0,0
RET,10528,"Knock Off Mattress Kids Full 7"" Mattress and Blue Water Resistant Cover",,-2,0,0,0,0,-Infinity,0
RET,10532,"Knock Off Mattress 8"" Memory Foam Twin XL soft luxurious zip off anti microbial cover",,200,0,0,0,0,0,0
RET,10533,"Knock Off Mattress 8"" Memory Foam",,200,0,0,0,0,0,0
RET,10534,"Knock Off Mattress 8"" Memory Foam Queen",,200,0,0,0,0,0,0
RET,10538,"Knock Off Mattress Twin XL Super Support 7"" Memory Foam Mattress",,199,0,0,0,0,0,0
RET,10541,"Knock Off Mattress Queen Super Support 7"" Memory Foam Mattress",,-1,0,0,0,0,-Infinity,0
RET,10545,"Knock Off Mattress 8"" Twin XL Mattress with 4 layer memory foam",,-1,0,0,0,0,-Infinity,0
RET,105564,Tapioca Starch Flour (2 lb) POI,,3,0,0,0,8.4,5.699236,31.5
RET,105565,Tapioca Starch Flour (5 lb) POI,,1,0,0,0,5.19,3.601532,23.99
RET,105579,MACA POWDER (KILL-DO NOT BUY) (1 LB),,-1,0,0,0,-10.97,-Infinity,0
RET,105587,Quinoa Organic (4 lb) POI,,1,0,0,0,10.07,4.756182,24.95
RET,105589,Cocoa Powder (1 lb) POI,,1,0,0,0,3.97,3.539429,12.95
RET,105591,Cinnamon Sticks (1 lb) POI,,3,0,0,0,18.72,17.593922,44.85
RET,105595,Flaxseed Meal (1 lb) POI,,1,0,0,0,3.41,2.433089,12.25
RET,105597,"Washing Soda (5 Gallon Bucket, 50 lb) POI",,1,0,0,0,36.22,23.143279,100
RET,105601,"Borax Powder (1 Gallon Bucket, 9 lb) POI",,1,0,0,0,8.39,5.141934,22.5
RET,105603,Soy Flour (2 lb) POI (Single Listing),,2,0,0,0,6.74,5.045029,29.9
RET,105605,Soy Flour (1 lb Tub) EBE,,1,0,0,0,3.51,2.363659,12.95
RET,105618,"Moringa Capsules (200 capsules, 200 mg) EBE",,-1,0,0,0,-6.15,-1.952,-19.95
RET,105619,"Guar Gum (1 Gallon Bucket, 6.5 lb) EBE",,1,0,0,0,11.26,8.396957,29.95
RET,105621,ESSENTIAL OIL GIFT BOX,,80,0,0,0,72.8,72.8,0
RET,105622,"Ammonium Sulfate (1 Gallon Bucket, 9 lbs) EBE",,1,0,0,0,9.99,7.471169,24.99
RET,105623,Dextrose (1.5 lb Tub) EBE,,1,0,0,0,3.64,2.542727,11.55
RET,105625,"Tapioca Flour (Tub, 1.5 lb) EBE ",,1,0,0,0,3.87,2.200488,12.95
RET,105629,"Acacia Fiber (1 Gallon Bucket, 5 lb) EBE",,2,0,0,0,47.34,23.394762,87.9
RET,105634,"Soy Flour (1 Gallon Bucket, 5 lbs) EBE",,1,0,0,0,7.83,6.121727,24.95
RET,105636,Titanium Dioxide (1 lb) POI (Single Listing) (Closed),,17,0,0,0,64.09,0,203.83
RET,105637,Turmeric (8 oz) POI,,1,0,0,0,2.25,1.230526,8.15
RET,105638,Turmeric (1 lb) POI,,1,0,0,0,3.82,2.584205,11.25
RET,105641,Arrowroot Powder (2 lb) POI ,,-1,0,0,0,-4.58,-3.668832,-12.95
RET,105645,"Cayenne Pepper Capsules (100 Capsules, 250 mg) POI",,1,0,0,0,2.99,0.922432,9.95
RET,105646,"Cayenne Pepper Capsules (200 Capsules, 250 mg) EBE",,1,0,0,0,5.77,1.528397,12.95
RET,105648,Black Peppercorns (1 lb) POI,,2,0,0,0,15.62,11.131351,33.1
RET,105650,Smoked Paprika (1 lb) POI ,,15,0,0,0,76.05,54.598396,224.25
RET,105654,Mushroom Popcorn Kernels (5 lb) POI (Closed 12/3/18),,-1,0,0,0,-5.4,-3.33879,-15.95
RET,105655,Mushroom Popcorn Kernels (15 lb) POI (Closed 12/3/18),,1,0,0,0,13.76,10.163775,34.95
RET,105657,"Methylcellulose (Tub, 12 oz) EBE",,1,0,0,0,11.01,9.58,22.99
RET,105660,"Aluminum Oxide (Tub, 4 lb) EBE",,1,0,0,0,9.08,6.90041,20.99
RET,10568,"Knock Off Pillow Hybrid For Side, Back, and Front Sleepers",,-1,0,0,0,0,-Infinity,0
RET,105683,"Calcium Chloride (1 Gallon Bucket, 7 lb) EBE",,8,0,0,0,58.96,35.815873,204.4
RET,105688,"Monosodium Phosphate (Tub, 3 lb) EBE",,7,0,0,0,74.76,63.223243,174.93
RET,105689,White Rice Flour (1 Gallon Bucket) EBE,,3,0,0,0,24.12,15.934535,71.85
RET,10569,"Knock Off Pillow is a foam, latex and gel hybrid pillow",,-2,0,0,0,0,-Infinity,0
RET,105698,"Salt of Magnesium (1 Gallon Bucket, 8 lbs) POI ",,1,0,0,0,8.01,8.962588,25.5
RET,10570,Knock Off Piilow Cold Technology Lo-Profile,,-1,0,0,0,0,-Infinity,0
RET,105700,Distilled water,,3.8913,0,0,0,0,0,0
RET,10571,Knock Off Piilow Fused Foam and Gel,,-2,0,0,0,0,-Infinity,0
RET,105718,Holiday Spice Essential Oil Gift Set (4 - 15 ml bottles) POI,,9,0,0,0,79.56,0,134.91
RET,105719,Classic Christmas Essential Oil Gift Set (4 - 15 ml bottles) POI,,4,0,0,0,32.28,0,79.96
RET,10572,Knock Off Pillow Gel layered,,-2,0,0,0,0,-Infinity,0
RET,105725,Wild Orange Oil (15 ml),,-2,0,0,0,-4.94,-0.153203,-17.5
RET,105726,"L-Arginine Capsules (100 Capsules, 400 mg) POI",,1,0,0,0,4.33,1.400815,12.95
RET,10573,Knock Off Pillow King Gel layered Low Profile,,-3,0,0,0,0,-Infinity,0
RET,10574,Knock Off Medium Profile King Size Pillow Gel,,-2,0,0,0,0,-Infinity,0
RET,10575,Knock Off Pillow King Gel High Profile,,-3,0,0,0,0,-Infinity,0
RET,10576,Knock Off Pillow Unique Curve Design,,-7,0,0,0,0,-Infinity,0
RET,105765,Yellow Plastic Pail Opener QPD,,1,0,0,0,1.66,1.042877,6.75
RET,105780,"Lavender Epsom Salt (1 Gallon Bucket, 8 lb) EBE",,2,0,0,0,17.66,13.502181,49.9
RET,105788,"Rolled Oats (1 Gallon Bucket, 4 lb) UNP",,4,0,0,0,25.64,18.148034,75.8
RET,105798,"Baking Soda (1 Gallon Bucket, 10 lbs) POI",,5,0,0,0,43.35,23.639053,142.5
RET,10580,Knock Off Matresses Twin XL Protector 100% waterproof,,4,0,0,0,0,0,0
RET,105800,Cream of Tartar (1.5 lb) UNP,,1,0,0,0,6.14,5.078235,17.55
RET,105818,Play Sand (22 lb) POI ,,1,0,0,0,10.29,3.488708,39.95
RET,105823,Coupon (Map all Coupons to this product),,-1,0,0,0,0,-Infinity,0
RET,105824,Split King Premium Mattress Protector (Set of 2) BOS,,-12,0,0,0,0,-Infinity,0
RET,105829,Split King Waterproof Mattress Protectors (Set of 2) KO,,-13,0,0,0,0,-Infinity,0
RET,105830,Split King Terry Cloth Mattress Protector Set of 2 BOS,,-2,0,0,0,0,-Infinity,0
RET,10587,Knock Off Mattress Full Mattress Protector 100% waterproof,,200,0,0,0,0,0,0
RET,10592,Knock Off Twin XL Mattress Protector,,-12,0,0,0,0,-Infinity,0
RET,105920,Holiday Sprinkles (2 lb) UNP,,1,0,0,0,5.05,4.01625,17.99
RET,10593,Knock Off Full Mattress Protector,,2,0,0,0,0,0,0
RET,10594,Knock Off Queen Mattress Protecto,,-7,0,0,0,0,-Infinity,0
RET,10595,Knock Off King Mattress Protector,,-1,0,0,0,0,-Infinity,0
RET,10596,Knock Off California King Mattress Protector,,-5,0,0,0,0,-Infinity,0
RET,105979,Rainbow Nonpareils Sprinkles (1.5 lb) UNP,,1,0,0,0,3.89,2.889341,14.25
RET,105985,Moringa Powder (8 oz) POI,,4,0,0,0,19.48,225.685926,55.4
RET,10599,Knock Off Full Mattress Protector,,-1,0,0,0,0,-Infinity,0
RET,10600,Knock Off Queen Mattress Protector,,-1,0,0,0,0,-Infinity,0
RET,10602,Knock Off California King Mattress Protector,,200,0,0,0,0,0,0
RET,10603,Knock Off Pillow Low Profile cool to the touch,,200,0,0,0,0,0,0
RET,106034,Pomegranate Juice Powder (8 oz) POI,,4,0,0,0,16.84,13.246246,50
RET,10615,Florence Combo King,,4,0,0,0,0,0,3215.2
RET,10616,Florence Combo Twin XL,,4,0,0,0,0,0,1543.4
RET,10620,Florence Combo California King,,-1,0,0,0,0,-Infinity,-1000
RET,10669,Cinnamon (1 lb) POI,,1,0,0,0,5.36,3.261287,12.95
RET,10670,Cinnamon (2 lb) POI,,1,0,0,0,9.47,6.236222,19.99
RET,10674,Mineral Oil (8 oz) EBE ,,13,0,0,0,30.94,16.306216,121.55
RET,10678,"Mineral Oil (Half Gallon, 64 oz) EBE",,2,0,0,0,19.86,16.031264,49.9
RET,10684,Almond Flour (3 lb) POI,,8,0,0,0,113.44,101.545413,207.92
RET,10687,Almond Flour (1 lb Tub) EBE,,13,0,0,0,88.66,80.282257,207.87
RET,10688,Glycerin (4 fl oz) EBE,,5,0,0,0,7.65,79.308307,35.25
RET,10689,Glycerin (8 fl oz) EBE,,5,0,0,0,9.4,4.979891,40.25
RET,10690,Glycerin (16 fl oz) EBE,,15,0,0,0,40.8,33.079817,111.75
RET,10700,Propylene Glycol (4 fl oz) EBE,,3,0,0,0,4.71,15.453333,20.97
RET,10701,Propylene Glycol (8 fl oz) EBE,,53,0,0,0,106,95.152377,400.15
RET,10716,"Baking Soda (1 gallon, 10 lbs) UNP",,2,0,0,0,14.42,11.167947,51.98
RET,10733,Quick Oats (5 lbs) POI,,6,0,0,0,34.74,29.052157,119.7
RET,10734,Borax 55 Lb Bag,,1,0,0,0,24.68,48.458333,13.35
RET,10743,Steel Cut Oats (5 lb) POI,,2,0,0,0,12.02,7.640546,39.9
RET,10748,"Psyllium Husk Powder (1 Gallon, 6.5 lb) EBE",,1,0,0,0,45.63,44.570489,64.99
RET,10750,Steel Cut Oats (7 lb) POI,,1,0,0,0,8.28,5.542017,25.25
RET,10755,Rolled Oats (2 lb) POI,,1,0,0,0,3.21,2.553636,11.25
RET,10757,Rolled Oats (7 lb) POI,,1,0,0,0,8.43,6.232868,22.95
RET,10761,Coconut Oil (2 lb Tub) EBE,,1,0,0,0,6.03,3.811481,14.99
INV,10029,BORAX (B/O 25 DAY LEAD TIME) 5 MOL (55.1156 LBS),,70.531468,0,0,0,1360.58023,1360.582091,0
INV,10039,CALCIUM CARBONATE FOOD GRADE (50 LBS),,19.776,0,0,0,540.8736,540.87622,0
INV,10091,MONOSOD PHOS ANHY GRADE:NSF (50 LBS),,1.42,0,0,0,171.5644,171.54736,0
INV,10107,OXALIC ACID (55 LBS) (RET),,86.88,0,0,0,3218.791056,2790.031464,23892
INV,10120,SLSA - LATHANOL COARSE  (200 LBS),,1.9529,0,0,0,2152.0958,2157.325228,2144.2842
INV,10159,ZINC OXIDE ZOCO 112 (55 LBS),,11.066125,0,0,0,1287.875627,1272.045732,0
INV,10160,(Inactive) Activated Carbon WaterCarb NSF,,4.986166,0,0,0,164.767855,164.792786,1196.67984
INV,10180,BENTONITE KWK GRANULAR (B/O 45 DAY LEAD TIME) VOLCLAY FCC  (50 LBS) B/O,,0.005006,0,0,0,0.065203,0,0
INV,10195,SODIUM TRIPOLYPHOSPHATE (50 LBS) TECH (DO NOT ORDER),,2.3,0,0,0,152.743,58.541053,0
INV,10202,BAG 1: 2 oz Kraft Foil Flat Pouch,4000/1,2039,0,0,0,203.9,181.479579,0
INV,10203,BAG 2: 4 oz Natural Kraft Foil Flat Pouch,4000/1,2380,0,0,0,238,225.952286,0
INV,10204,BAG 3: 4 oz Kraft Box Pouch,1500/1,809,0,0,0,129.44,141.516659,0
INV,10205,BAG 4: 8 oz Kraft Box Pouch,1000/1,1688,0,0,0,422,521.583373,0
INV,10206,BAG 5: 12 oz Natural Kraft Box Pouch,1000/1,2046,0,0,0,736.56,734.51,0
INV,10207,"BAG 6: 16 oz Natural Kraft Box Pouch, no valve",,1391,0,0,0,555.009,571.13,0
INV,10211,NORFOX 92 SOAP GRANULES (50 LBS),,10.3,0,0,0,484.1,484.102429,0
INV,10212,SODA ASH  (50 LBS) UL Grade,,149.5,0,0,0,2260.44,2317.231768,0
INV,10220,CALCIUM SULFATE DIHY TERRA ALBA GRADE: FCCNFKOS (50 LBS),,37.77,0,0,0,745.9575,745.945717,0
INV,10221,Copper Sulfate,,4,0,0,0,284.72,0,0
INV,10223,CALCIUM OXIDE QUICKLIME POLYCAL TECH,,4.44,0,0,0,75.924,75.8796,0
INV,10224,SODIUM PROPIONATE GRADE:FCC (50 LBS),,0.9,0,0,0,71.073,70.302857,0
INV,10225,AMMONIUM BICARBONATE (B/O 24 DAY LEAD TIME) TRTD FCC (50 LBS),,0.9676,0,0,0,42.98563,42.985879,0
INV,10228,DIATAMACEOUS EARTH DICALITE 2500 FOOD GRADE (KILL),,0.0202,0,0,0,0.304212,0.304275,0
INV,10229,MALIC ACID FOOD GRADE FINE ( 50 LB),,1.95636,0,0,0,117.3816,117.381247,0
INV,10230,SALICYLIC (B/O 17 DAY LEAD TIME) CRYSTAL USP (55.1156 LBS),,0.0858,0,0,0,21.563857,21.544982,0
INV,10231,CORN STARCH KARI-OUT CO (50 LBS),,1.59,0,0,0,25.2492,25.2492,0
INV,10232,Mag sulfate MAYBE TECH Grade,,13,0,0,0,221,0,0
INV,10233,SODIUM PERCARBONATE COATED,,8.28,0,0,0,410.63004,338.4864,0
INV,10235,"AMMONIUM SULFATE (B/O 33 DAY LEAD TIME)  NSF GRADE (50 LBS) Up in Feb, Slow in Aug",,1.2,0,0,0,26.634,24.073868,0
INV,10236,ALUMINUM SULFATE FREE GRAN FOOD GRADE,,0.34,0,0,0,14.416,12.499229,0
INV,10237,(Inactive) Aluminum Sulfate free Ground TECH grade,,0.8,0,0,0,20.04,0,0
INV,10238,CALCIUM CHLORIDE ANHY 94-97% PELLETS FCC GRADE (50 LBS) KILL,,19,0,0,0,401.1755,0,0
INV,10239,POTASSIUM BICARBONATE GRANULAR USP Grade SLC,,3.37,0,0,0,324.88485,324.888307,0
INV,10240,SODIUM BICARBONATE 4 GRANULAR USP Grade (KILL),,-3,0,0,0,-71.1,-71.129806,0
INV,10241,PROPYLENE GLYCOL USP (474 LBS),,0.964925,0,0,0,484.816917,498.281179,0
INV,10242,GLYCERINE 99.7% 200ZGL01 USPFCC LIQ (551.15 LBS),,2.5896,0,0,0,827.809663,827.859028,0
INV,10244,COCONUT OIL 76 WHT 550 KOSHER (420 LBS),,0.206526,0,0,0,75.261565,110.746169,0
INV,10245,MAGNESIUM SULFATE USP PQ (50 LBS),,28.6259,0,0,0,602.288936,602.030989,0
INV,10246,MAGNESIUM CHLORIDE (B/O Direct) HEXAHYDRATE CRYSTAL USP (55.12 LBS),,5.57096,0,0,0,823.069229,823.070879,0
INV,10248,CREAM OF TARTAR (B/O 30 DAY LEAD TIME) FCC KSHR (55.1156 LBS),,18.354185,0,0,0,2801.125706,2801.122855,0
INV,10249,EDTA Versene USP FCC POWDER (100 lbs),,1.13,0,0,0,664.666,664.66374,0
INV,10251,Chlorine Powder,,1,0,0,0,144.1,0,0
INV,10252,ASCORBIC ACID LUWEI USPFCC (55.1156 LBS),,0.00289,0,0,0,0.757077,0.757054,0
INV,10256,CALCIUM CHLORIDE (B/O 41 DAY LEAD TIME) FCC KSHR GRANULAR (55 LBS),,3.35715,0,0,0,59.824413,59.486039,0
INV,10261,"LABEL 2.625"" x 1"" Weatherproof Polyester Laser  (5 ml oil wrap)",,39.606917,0,0,0,19.783655,0,19.01132
INV,10262,"LABEL 3.75"" x 1.4375"" Weatherproof Polyester Laser ",,956.69872,0,0,0,440.081411,439.878994,440.081411
INV,10263,"LABEL 4"" x 2"" Weatherproof Polyester Laser Shipping Labels",,69.2,0,0,0,31.832,31.812086,31.832
INV,10264,"LABEL 4"" x 2.5"" Weatherproof Polyester Laser ",,231.25,0,0,0,106.375,106.3565,106.375
INV,10265,"LABEL 4"" x 3.33"" Weatherproof Polyester Laser ",,472.9964,0,0,0,208.118416,208.061656,0
INV,10266,"LABEL 4"" x 4 Weatherproof Polyester Laser  Square Labels",,1000.25,0,0,0,459.91495,419.541479,400.1
INV,10267,"LABEL  7"" x 2"" Weatherproof Polyester Laser (500 Sheets)",,765.4,0,0,0,336.776,305.462067,0
INV,10268,"LABEL 8.1875"" x 1.375"" Weatherproof Polyester Laser  Eco Water Bottle Labels",,230,0,0,0,16.1,17.865637,0
INV,10269,"LABEL 1.875"" x 12"" Weatherproof Polyester Laser  Large Format Labels ",,203.5,0,0,0,28.49,0,0
INV,10270,"LABEL CLEAR GLOSS 3"" x 2"" for inkjet (5 ML oil wrap/36 oz Honey)",,180,0,0,0,90,107.91,0
INV,10271,"LABEL CLEAR GLOSS 3.75"" x 1.4375"" for Laser  (15 ML oil wrap)",,974.179,0,0,0,584.5074,389.534436,0
INV,10272,JAR 6 oz clear PET 70-400 (480/case) ,,481,0,0,0,91.39,120.25,0
INV,10273,(Inactive) Black PP 70-400 smooth skirt unlined lid,,329,0,0,0,46.06,46.06,0
INV,10274,"LID, GOLD METAL 70-400, foam liner (870/case)",,222,0,0,0,139.86,139.86,0
INV,10275,JAR 16 oz clear PET 89 - 400 (245/case),,777,0,0,0,194.25,0,178.71
INV,10276,"LID, White 6 oz, unlined",,98,0,0,0,24.696,0,0
INV,10277,"LID, BLACK SMOOTH SKIRT, 89-400 (PS liner) ",,749,0,0,0,112.35,239.68,0
INV,10278,"LID, White 16 oz ",,24,0,0,0,4.56,0,0
INV,10279,"F-STYLE CONTAINER, 64 oz (1/2 gallon), 38/400 (58/case)",,250,0,0,0,235,234.248028,0
INV,10280,Black PP 38-400 smooth skirt lid with F217 liner,,42,0,0,0,2.1,0,0
INV,10281,Press n Seal 13/16 Poly cushion,,192,0,0,0,0,0,0
INV,10282,"F-STYLE CONTAINER, 1 gallon, 38-400 (224/pack)",,57,0,0,0,58.14,58.747126,0
INV,10283,"LID, SMOOTH SKIRT BLACK 38-400 (PS liner) (2900/case) ",,2399,0,0,0,119.95,119.106688,0
INV,10284,"COSMO ROUND BOTTLE 8 oz, 24-410 (468/case)",,2369,0,0,0,450.11,450.11,0
INV,10285,"DISC TOP CAP, Black PP 24-410 (3000/case)",,6076,0,0,0,303.8,303.8,0
INV,10287,"BULLET ROUND BOTTLE, 16 oz clear PET, 24-410 (162/case)",,2776,0,0,0,860.56,860.56,0
INV,10288,"BLACK LOTION PUMP, 16 oz pump",,120,0,0,0,33.6,0,0
INV,10289,"TUB, 36 oz white HDPE 120mm neck (95/case)",,483,0,0,0,342.93,342.93,0
INV,10291,"LID, White PP 120 mm Foam Liner, (PS) liner (198/case)",,239,0,0,0,107.55,107.620554,107.55
INV,10292,"LID, Blue 120 mm foam liner  (198/ Case)",,331,0,0,0,168.81,168.81,0
INV,10293,"SPRAYER FINE-MIST, Natural 24-410, 7 9/16"" (1,200/ Case)",,30,0,0,0,5.7,5.617895,0
INV,10294,BUCKET 1 GALLON White 65 mil thickness ( 225/pallet),,1912,0,0,0,1854.64,1854.64442,1682.56
INV,10295,LID 1 Gallon White HDPE with gasket of 65 mil thickness (225/ pallet),,1912,0,0,0,592.72,592.71558,0
INV,10296,BUCKET 3.5 GALLON white HDPE pail 90 mil with handle (120/PALLET),,781,0,0,0,3045.9,3050.563579,3045.9
INV,10297,BUCKET 5 GALLON white HDPE pail 90 mil with handle (120/PALLET),,2413,0,0,0,7938.77,7938.779466,7938.77
INV,10298,"LID 3.5 & 5 GALLON White HDPE gasket 90 mil (60/CASE, 2/PALLET)",,3202,0,0,0,3490.18,3490.233337,3490.18
INV,10299,PLASTIC SCOOP 20 cc natural ( 1500/case),,1065,0,0,0,127.8,127.8,0
INV,10300,24 mm white foam printed pressure sensitive (PS) liner - uninstalled,,4754,0,0,0,95.08,95.08,0
INV,10301,"DROPPER for 15 mL bottle, 18-400 (468/case)",,300,0,0,0,24,0,0
INV,10302,DROPPER for 5 mL bottle 18-400 (765/case),,50,0,0,0,3.5,0,0
INV,10303,DROPPER CAP Black PP 18 mm (1.2 mm orifice) (5000/case),,4008,0,0,0,280.1592,281.167879,0
INV,10304,"COBALT BLUE 1 oz, 20-400 (308/case)",,506,0,0,0,65.78,80.96,0
INV,10305,"AMBER GLASS 1 oz, 20-400 (360/case)",,670,0,0,0,67,67,0
INV,10306,"DROPPER (fits 1 oz bottle) RIBBED, BLACK 20-400 (1800/case)",,1510,0,0,0,271.8,268.975596,0
INV,10307,"COBALT BLUE 2 oz, 20-400 ( 240/case)",,1040,0,0,0,208,208,0
INV,10308,"AMBER GLASS 2 oz, 20-400 (240/case)",,44,0,0,0,4.84,4.84,0
INV,10309,"SPRAYER FINE-MIST, BLACK 20-410, 3.75"" dip (1700/case)",,1541,0,0,0,295.07068,295.598682,0
INV,10310,"COBALT BLUE 10 ml, perfume bottle (",,578,0,0,0,52.02,52.02,0
INV,10311,BLACK SCREW CAP (for 10 ml glass perfume bottle) (6912/case),,578,0,0,0,11.56,11.56,0
INV,10312,"ROLLED BALL, Steel, Natural-colored for 10 mL perfume bottle (4100/case)",,578,0,0,0,69.36,69.36,0
INV,10313,"AMBER GLASS 16 oz, 28-400 (60/case)",,32,0,0,0,13.76,13.76,0
INV,10314,"SPREYER/STEAM/OFF TRIGGER, 28-400, 9.25"" dip (300/case)",,140,0,0,0,40.6,40.6,0
INV,10315,"(Inactive) 20 x 36"" 6 Mil Poly Bags 200/carton (40 lb bag) clear",,393,0,0,0,361.56,357.63,0
INV,10317,"12"" x 12"" x 12"" Shipping Boxes, 32 ECT, Brown, 25/Bundle (121212)",,1245.225856,0,0,0,746.637423,746.606425,0
INV,10318,"24"" X 12"" X 12"" 200# Kraft RSC Corrugated Carton Boxes Bundle 20",,36.276358,0,0,0,47.01416,47.788308,47.01416
INV,10319,(Inactive) 24 X 16 X 8 200# Kraft RSC Corrugated Carton,,170,0,0,0,42.84,0,0
INV,10320,"10"" x 10"" x 10"" Shipping Boxes, 32 ECT, Brown, 25/Bundle (PRA0035)",,148.1032,0,0,0,62.144103,62.14623,62.144103
INV,10323,Envelope 1: Kraft Bubble Mailers #000,,436,0,0,0,63.63856,54.311845,0
INV,10324,Envelope 2: Kraft Bubble Mailer #0,,585,0,0,0,87.75,87.708803,0
INV,10325,Envelope 4: Kraft Bubble Mailers #3,,345,0,0,0,96.5655,96.5655,0
INV,10326,Envelope 5: Kraft Bubble Mailer #5,,74,0,0,0,26.64,0,0
INV,10327,Envelope 6: Priority Mail Bubble,,-3.828,0,0,0,0,0,0
INV,10328,Envelope 7: Priority Mail Express Bubble,,75,0,0,0,0,0,0
INV,10329,Thermal Shipping Labels for GX420D Printer,,10,0,0,0,36.5,0,0
INV,10330,MINERAL OIL DRUM ( 390 LBS) (B/O),,0.007,0,0,0,1.925,1.924997,0
INV,10331,PORTLAND CEMENT (92.6 LBS),,0.0061,0,0,0,0.073261,0.073262,0
INV,10343,"SPRAYER FINGERTIP, black, 24-410 (1300/case)",,1329,0,0,0,252.51,252.51,0
INV,10344,SHRINK BAND 135x40 (250/case),,-368,0,0,0,0,-Infinity,0
INV,10345,SHRINK BAND 48x74 (250/case),,245,0,0,0,3.92,0,0
INV,10346,SHRINK BAND 72x55 (250/case),,245,0,0,0,0,0,0
INV,10347,SHRINK BAND 97x60 (250/case),,245,0,0,0,3.185,0,0
INV,10348,SHRINK BANDS 190x35 (250/case) ,,65,0,0,0,1.235,0,0
INV,10349,SHRINK BAND 118x70 (250/case),,240,0,0,0,4.8,4.8,0
INV,10350,JAR 8 oz clear PET with 70 - 400 neck finish (360/case),,1544,0,0,0,277.92,276.372048,0
